year,series,commodity,value,unit,source,method
2016,regional_discoveries,africa,194.0,deposits (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_discoveries,australia,294.0,deposits (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_discoveries,australia,153.0,deposits (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_discoveries,canada,124.0,deposits (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_discoveries,canada,110.0,deposits (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_discoveries,eastern_europe,23.0,deposits (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_discoveries,eastern_europe,8.0,deposits (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_discoveries,fsu,73.0,deposits (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_discoveries,fsu,38.0,deposits (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_discoveries,latin_america,253.0,deposits (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_discoveries,latin_america,102.0,deposits (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_discoveries,pacific_se_asia,73.0,deposits (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_discoveries,pacific_se_asia,20.0,deposits (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_discoveries,united_states,36.0,deposits (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_discoveries,united_states,41.0,deposits (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_discoveries,western_europe,42.0,deposits (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_discoveries,western_europe,30.0,deposits (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_exploration_spend,africa,20.0,june_2023_usd_billion (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_exploration_spend,africa,22.5,june_2023_usd_billion (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_exploration_spend,australia,21.6,june_2023_usd_billion (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_exploration_spend,australia,24.4,june_2023_usd_billion (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_exploration_spend,canada,27.1,june_2023_usd_billion (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_exploration_spend,canada,25.7,june_2023_usd_billion (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_exploration_spend,eastern_europe,2.4,june_2023_usd_billion (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_exploration_spend,eastern_europe,2.2,june_2023_usd_billion (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_exploration_spend,fsu,10.5,june_2023_usd_billion (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_exploration_spend,fsu,11.0,june_2023_usd_billion (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_exploration_spend,latin_america,32.0,june_2023_usd_billion (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_exploration_spend,latin_america,40.2,june_2023_usd_billion (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_exploration_spend,pacific_se_asia,7.5,june_2023_usd_billion (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_exploration_spend,pacific_se_asia,8.2,june_2023_usd_billion (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_exploration_spend,united_states,12.2,june_2023_usd_billion (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_exploration_spend,united_states,13.4,june_2023_usd_billion (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
2006,regional_exploration_spend,western_europe,3.4,june_2023_usd_billion (period 2002-2011),schodde2023_minex_imarc:slide22,transcribed
2016,regional_exploration_spend,western_europe,4.8,june_2023_usd_billion (period 2012-2021),schodde2023_minex_imarc:slide22,transcribed
1981,world_exploration_spend,all_metals,9.4,june_2023_usd_billion,schodde2023_minex_imarc:slide4,transcribed
1988,world_exploration_spend,all_metals,9.7,june_2023_usd_billion,schodde2023_minex_imarc:slide4,transcribed
1997,world_exploration_spend,all_metals,10.0,june_2023_usd_billion,schodde2023_minex_imarc:slide4,transcribed
2002,world_exploration_spend,all_metals,3.8,june_2023_usd_billion,schodde2023_minex_imarc:slide4,transcribed
2008,world_exploration_spend,all_metals,28.2,june_2023_usd_billion,schodde2023_minex_imarc:slide4,transcribed
2012,world_exploration_spend,all_metals,42.1,june_2023_usd_billion,schodde2023_minex_imarc:slide4,transcribed
2016,world_exploration_spend,all_metals,13.3,june_2023_usd_billion,schodde2023_minex_imarc:slide4,transcribed
2022,world_exploration_spend,all_metals,16.1,june_2023_usd_billion,schodde2023_minex_imarc:slide4,transcribed
