year,series,commodity,value,unit,source,method
2005,production_2005,conventional_uranium,24.7,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,reserves_high,conventional_uranium,2400.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,reserves_low,conventional_uranium,2400.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,resources_high,conventional_uranium,7400.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,resources_low,conventional_uranium,7400.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,additional_occurrences,unconventional_gas,1000000.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,additional_occurrences_mass,unconventional_gas,20833.333333333332,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,historical_production_to_2005,unconventional_gas,113.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,historical_production_to_2005_mass,unconventional_gas,2.3541666666666665,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,production_2005,unconventional_gas,9.6,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,production_2005_mass,unconventional_gas,0.19999999999999998,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,reserves_high,unconventional_gas,67100.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,reserves_high_mass,unconventional_gas,1397.9166666666667,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,reserves_low,unconventional_gas,20100.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,reserves_low_mass,unconventional_gas,418.75,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,resources_high,unconventional_gas,121900.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,resources_high_mass,unconventional_gas,2539.5833333333335,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,resources_low,unconventional_gas,40200.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,resources_low_mass,unconventional_gas,837.5,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,additional_occurrences,unconventional_oil,40000.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,additional_occurrences_mass,unconventional_oil,945.6264775413712,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,historical_production_to_2005,unconventional_oil,513.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,historical_production_to_2005_mass,unconventional_oil,12.127659574468085,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,production_2005,unconventional_oil,20.2,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,production_2005_mass,unconventional_oil,0.47754137115839246,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,reserves_high,unconventional_oil,5600.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,reserves_high_mass,unconventional_oil,132.38770685579198,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,reserves_low,unconventional_oil,3750.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,reserves_low_mass,unconventional_oil,88.65248226950355,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,resources_high,unconventional_oil,14800.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,resources_high_mass,unconventional_oil,349.88179669030734,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,resources_low,unconventional_oil,11280.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,resources_low_mass,unconventional_oil,266.6666666666667,Gt,rogner2012_gea_ch7:table7.1_p431+ipcc2006_v2_ch1_table1.2,derived
2005,additional_occurrences,unconventional_uranium,2600000.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,historical_production_to_2005,unconventional_uranium,34.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,reserves_high,unconventional_uranium,7100.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
2005,reserves_low,unconventional_uranium,7100.0,EJ,rogner2012_gea_ch7:table7.1_p431,transcribed
