year,series,commodity,value,unit,source,method
1968,jacks_aggregate_index,equal_weights_42_commodities,85.04,index_1900=100,jacks2019,observed
1969,jacks_aggregate_index,equal_weights_42_commodities,82.98,index_1900=100,jacks2019,observed
1970,jacks_aggregate_index,equal_weights_42_commodities,83.13,index_1900=100,jacks2019,observed
1971,jacks_aggregate_index,equal_weights_42_commodities,79.88,index_1900=100,jacks2019,observed
1972,jacks_aggregate_index,equal_weights_42_commodities,84.31,index_1900=100,jacks2019,observed
1973,jacks_aggregate_index,equal_weights_42_commodities,110.84,index_1900=100,jacks2019,observed
1974,jacks_aggregate_index,equal_weights_42_commodities,130.87,index_1900=100,jacks2019,observed
1975,jacks_aggregate_index,equal_weights_42_commodities,114.15,index_1900=100,jacks2019,observed
1976,jacks_aggregate_index,equal_weights_42_commodities,119.39,index_1900=100,jacks2019,observed
1977,jacks_aggregate_index,equal_weights_42_commodities,126.79,index_1900=100,jacks2019,observed
1978,jacks_aggregate_index,equal_weights_42_commodities,126.51,index_1900=100,jacks2019,observed
1979,jacks_aggregate_index,equal_weights_42_commodities,147.04,index_1900=100,jacks2019,observed
1980,jacks_aggregate_index,equal_weights_42_commodities,155.58,index_1900=100,jacks2019,observed
1981,jacks_aggregate_index,equal_weights_42_commodities,128.38,index_1900=100,jacks2019,observed
1982,jacks_aggregate_index,equal_weights_42_commodities,112.18,index_1900=100,jacks2019,observed
1983,jacks_aggregate_index,equal_weights_42_commodities,109.81,index_1900=100,jacks2019,observed
1984,jacks_aggregate_index,equal_weights_42_commodities,104.68,index_1900=100,jacks2019,observed
1985,jacks_aggregate_index,equal_weights_42_commodities,91.78,index_1900=100,jacks2019,observed
1986,jacks_aggregate_index,equal_weights_42_commodities,85.76,index_1900=100,jacks2019,observed
1987,jacks_aggregate_index,equal_weights_42_commodities,89.97,index_1900=100,jacks2019,observed
1988,jacks_aggregate_index,equal_weights_42_commodities,92.47,index_1900=100,jacks2019,observed
1989,jacks_aggregate_index,equal_weights_42_commodities,90.6,index_1900=100,jacks2019,observed
1990,jacks_aggregate_index,equal_weights_42_commodities,85.8,index_1900=100,jacks2019,observed
1991,jacks_aggregate_index,equal_weights_42_commodities,78.35,index_1900=100,jacks2019,observed
1992,jacks_aggregate_index,equal_weights_42_commodities,74.38,index_1900=100,jacks2019,observed
1993,jacks_aggregate_index,equal_weights_42_commodities,80.99,index_1900=100,jacks2019,observed
1994,jacks_aggregate_index,equal_weights_42_commodities,76.33,index_1900=100,jacks2019,observed
1995,jacks_aggregate_index,equal_weights_42_commodities,74.15,index_1900=100,jacks2019,observed
1996,jacks_aggregate_index,equal_weights_42_commodities,75.33,index_1900=100,jacks2019,observed
1997,jacks_aggregate_index,equal_weights_42_commodities,73.0,index_1900=100,jacks2019,observed
1998,jacks_aggregate_index,equal_weights_42_commodities,59.66,index_1900=100,jacks2019,observed
1999,jacks_aggregate_index,equal_weights_42_commodities,57.51,index_1900=100,jacks2019,observed
2000,jacks_aggregate_index,equal_weights_42_commodities,63.01,index_1900=100,jacks2019,observed
2001,jacks_aggregate_index,equal_weights_42_commodities,58.25,index_1900=100,jacks2019,observed
2002,jacks_aggregate_index,equal_weights_42_commodities,57.48,index_1900=100,jacks2019,observed
2003,jacks_aggregate_index,equal_weights_42_commodities,65.85,index_1900=100,jacks2019,observed
2004,jacks_aggregate_index,equal_weights_42_commodities,77.93,index_1900=100,jacks2019,observed
2005,jacks_aggregate_index,equal_weights_42_commodities,82.24,index_1900=100,jacks2019,observed
2006,jacks_aggregate_index,equal_weights_42_commodities,88.03,index_1900=100,jacks2019,observed
2007,jacks_aggregate_index,equal_weights_42_commodities,101.76,index_1900=100,jacks2019,observed
2008,jacks_aggregate_index,equal_weights_42_commodities,122.88,index_1900=100,jacks2019,observed
2009,jacks_aggregate_index,equal_weights_42_commodities,92.92,index_1900=100,jacks2019,observed
2010,jacks_aggregate_index,equal_weights_42_commodities,106.94,index_1900=100,jacks2019,observed
2011,jacks_aggregate_index,equal_weights_42_commodities,126.45,index_1900=100,jacks2019,observed
2012,jacks_aggregate_index,equal_weights_42_commodities,111.55,index_1900=100,jacks2019,observed
2013,jacks_aggregate_index,equal_weights_42_commodities,102.2,index_1900=100,jacks2019,observed
2014,jacks_aggregate_index,equal_weights_42_commodities,98.46,index_1900=100,jacks2019,observed
2015,jacks_aggregate_index,equal_weights_42_commodities,78.53,index_1900=100,jacks2019,observed
2016,jacks_aggregate_index,equal_weights_42_commodities,74.89,index_1900=100,jacks2019,observed
2017,jacks_aggregate_index,equal_weights_42_commodities,79.11,index_1900=100,jacks2019,observed
2018,jacks_aggregate_index,equal_weights_42_commodities,81.39,index_1900=100,jacks2019,observed
2019,jacks_aggregate_index,equal_weights_42_commodities,76.42,index_1900=100,jacks2019,observed
2020,jacks_aggregate_index,equal_weights_42_commodities,73.08,index_1900=100,jacks2019,observed
2021,jacks_aggregate_index,equal_weights_42_commodities,94.39,index_1900=100,jacks2019,observed
2022,jacks_aggregate_index,equal_weights_42_commodities,105.41,index_1900=100,jacks2019,observed
2023,jacks_aggregate_index,equal_weights_42_commodities,81.94,index_1900=100,jacks2019,observed
2024,jacks_aggregate_index,equal_weights_42_commodities,79.17,index_1900=100,jacks2019,observed
2025,jacks_aggregate_index,equal_weights_42_commodities,84.83,index_1900=100,jacks2019,observed
1900,jacks_aggregate_index,value_of_production_weights_1975_shares,100.0,index_1900=100,jacks2019,observed
1901,jacks_aggregate_index,value_of_production_weights_1975_shares,94.38,index_1900=100,jacks2019,observed
1902,jacks_aggregate_index,value_of_production_weights_1975_shares,97.46,index_1900=100,jacks2019,observed
1903,jacks_aggregate_index,value_of_production_weights_1975_shares,102.24,index_1900=100,jacks2019,observed
1904,jacks_aggregate_index,value_of_production_weights_1975_shares,98.51,index_1900=100,jacks2019,observed
1905,jacks_aggregate_index,value_of_production_weights_1975_shares,98.63,index_1900=100,jacks2019,observed
1906,jacks_aggregate_index,value_of_production_weights_1975_shares,103.07,index_1900=100,jacks2019,observed
1907,jacks_aggregate_index,value_of_production_weights_1975_shares,105.25,index_1900=100,jacks2019,observed
1908,jacks_aggregate_index,value_of_production_weights_1975_shares,107.53,index_1900=100,jacks2019,observed
1909,jacks_aggregate_index,value_of_production_weights_1975_shares,106.66,index_1900=100,jacks2019,observed
1910,jacks_aggregate_index,value_of_production_weights_1975_shares,100.16,index_1900=100,jacks2019,observed
1911,jacks_aggregate_index,value_of_production_weights_1975_shares,98.19,index_1900=100,jacks2019,observed
1912,jacks_aggregate_index,value_of_production_weights_1975_shares,104.77,index_1900=100,jacks2019,observed
1913,jacks_aggregate_index,value_of_production_weights_1975_shares,110.27,index_1900=100,jacks2019,observed
1914,jacks_aggregate_index,value_of_production_weights_1975_shares,100.11,index_1900=100,jacks2019,observed
1915,jacks_aggregate_index,value_of_production_weights_1975_shares,104.42,index_1900=100,jacks2019,observed
1916,jacks_aggregate_index,value_of_production_weights_1975_shares,135.31,index_1900=100,jacks2019,observed
1917,jacks_aggregate_index,value_of_production_weights_1975_shares,155.03,index_1900=100,jacks2019,observed
1918,jacks_aggregate_index,value_of_production_weights_1975_shares,144.05,index_1900=100,jacks2019,observed
1919,jacks_aggregate_index,value_of_production_weights_1975_shares,130.98,index_1900=100,jacks2019,observed
1920,jacks_aggregate_index,value_of_production_weights_1975_shares,133.92,index_1900=100,jacks2019,observed
1921,jacks_aggregate_index,value_of_production_weights_1975_shares,86.27,index_1900=100,jacks2019,observed
1922,jacks_aggregate_index,value_of_production_weights_1975_shares,93.01,index_1900=100,jacks2019,observed
1923,jacks_aggregate_index,value_of_production_weights_1975_shares,92.36,index_1900=100,jacks2019,observed
1924,jacks_aggregate_index,value_of_production_weights_1975_shares,94.67,index_1900=100,jacks2019,observed
1925,jacks_aggregate_index,value_of_production_weights_1975_shares,100.72,index_1900=100,jacks2019,observed
1926,jacks_aggregate_index,value_of_production_weights_1975_shares,102.2,index_1900=100,jacks2019,observed
1927,jacks_aggregate_index,value_of_production_weights_1975_shares,84.97,index_1900=100,jacks2019,observed
1928,jacks_aggregate_index,value_of_production_weights_1975_shares,85.39,index_1900=100,jacks2019,observed
1929,jacks_aggregate_index,value_of_production_weights_1975_shares,85.79,index_1900=100,jacks2019,observed
1930,jacks_aggregate_index,value_of_production_weights_1975_shares,75.83,index_1900=100,jacks2019,observed
1931,jacks_aggregate_index,value_of_production_weights_1975_shares,61.0,index_1900=100,jacks2019,observed
1932,jacks_aggregate_index,value_of_production_weights_1975_shares,63.64,index_1900=100,jacks2019,observed
1933,jacks_aggregate_index,value_of_production_weights_1975_shares,65.4,index_1900=100,jacks2019,observed
1934,jacks_aggregate_index,value_of_production_weights_1975_shares,79.75,index_1900=100,jacks2019,observed
1935,jacks_aggregate_index,value_of_production_weights_1975_shares,86.18,index_1900=100,jacks2019,observed
1936,jacks_aggregate_index,value_of_production_weights_1975_shares,90.94,index_1900=100,jacks2019,observed
1937,jacks_aggregate_index,value_of_production_weights_1975_shares,98.09,index_1900=100,jacks2019,observed
1938,jacks_aggregate_index,value_of_production_weights_1975_shares,88.77,index_1900=100,jacks2019,observed
1939,jacks_aggregate_index,value_of_production_weights_1975_shares,82.31,index_1900=100,jacks2019,observed
1940,jacks_aggregate_index,value_of_production_weights_1975_shares,84.41,index_1900=100,jacks2019,observed
1941,jacks_aggregate_index,value_of_production_weights_1975_shares,91.52,index_1900=100,jacks2019,observed
1942,jacks_aggregate_index,value_of_production_weights_1975_shares,92.26,index_1900=100,jacks2019,observed
1943,jacks_aggregate_index,value_of_production_weights_1975_shares,91.47,index_1900=100,jacks2019,observed
1944,jacks_aggregate_index,value_of_production_weights_1975_shares,90.99,index_1900=100,jacks2019,observed
1945,jacks_aggregate_index,value_of_production_weights_1975_shares,90.66,index_1900=100,jacks2019,observed
1946,jacks_aggregate_index,value_of_production_weights_1975_shares,96.81,index_1900=100,jacks2019,observed
1947,jacks_aggregate_index,value_of_production_weights_1975_shares,106.47,index_1900=100,jacks2019,observed
1948,jacks_aggregate_index,value_of_production_weights_1975_shares,108.47,index_1900=100,jacks2019,observed
1949,jacks_aggregate_index,value_of_production_weights_1975_shares,104.8,index_1900=100,jacks2019,observed
1950,jacks_aggregate_index,value_of_production_weights_1975_shares,103.17,index_1900=100,jacks2019,observed
1951,jacks_aggregate_index,value_of_production_weights_1975_shares,99.44,index_1900=100,jacks2019,observed
1952,jacks_aggregate_index,value_of_production_weights_1975_shares,97.12,index_1900=100,jacks2019,observed
1953,jacks_aggregate_index,value_of_production_weights_1975_shares,100.57,index_1900=100,jacks2019,observed
1954,jacks_aggregate_index,value_of_production_weights_1975_shares,101.15,index_1900=100,jacks2019,observed
1955,jacks_aggregate_index,value_of_production_weights_1975_shares,100.15,index_1900=100,jacks2019,observed
1956,jacks_aggregate_index,value_of_production_weights_1975_shares,104.04,index_1900=100,jacks2019,observed
1957,jacks_aggregate_index,value_of_production_weights_1975_shares,105.03,index_1900=100,jacks2019,observed
1958,jacks_aggregate_index,value_of_production_weights_1975_shares,102.1,index_1900=100,jacks2019,observed
1959,jacks_aggregate_index,value_of_production_weights_1975_shares,107.39,index_1900=100,jacks2019,observed
1960,jacks_aggregate_index,value_of_production_weights_1975_shares,107.74,index_1900=100,jacks2019,observed
1961,jacks_aggregate_index,value_of_production_weights_1975_shares,106.28,index_1900=100,jacks2019,observed
1962,jacks_aggregate_index,value_of_production_weights_1975_shares,106.53,index_1900=100,jacks2019,observed
1963,jacks_aggregate_index,value_of_production_weights_1975_shares,105.51,index_1900=100,jacks2019,observed
1964,jacks_aggregate_index,value_of_production_weights_1975_shares,106.07,index_1900=100,jacks2019,observed
1965,jacks_aggregate_index,value_of_production_weights_1975_shares,104.71,index_1900=100,jacks2019,observed
1966,jacks_aggregate_index,value_of_production_weights_1975_shares,107.21,index_1900=100,jacks2019,observed
1967,jacks_aggregate_index,value_of_production_weights_1975_shares,106.88,index_1900=100,jacks2019,observed
1968,jacks_aggregate_index,value_of_production_weights_1975_shares,103.87,index_1900=100,jacks2019,observed
1969,jacks_aggregate_index,value_of_production_weights_1975_shares,104.33,index_1900=100,jacks2019,observed
1970,jacks_aggregate_index,value_of_production_weights_1975_shares,102.45,index_1900=100,jacks2019,observed
1971,jacks_aggregate_index,value_of_production_weights_1975_shares,101.83,index_1900=100,jacks2019,observed
1972,jacks_aggregate_index,value_of_production_weights_1975_shares,104.38,index_1900=100,jacks2019,observed
1973,jacks_aggregate_index,value_of_production_weights_1975_shares,136.6,index_1900=100,jacks2019,observed
1974,jacks_aggregate_index,value_of_production_weights_1975_shares,198.09,index_1900=100,jacks2019,observed
1975,jacks_aggregate_index,value_of_production_weights_1975_shares,177.24,index_1900=100,jacks2019,observed
1976,jacks_aggregate_index,value_of_production_weights_1975_shares,173.27,index_1900=100,jacks2019,observed
1977,jacks_aggregate_index,value_of_production_weights_1975_shares,172.51,index_1900=100,jacks2019,observed
1978,jacks_aggregate_index,value_of_production_weights_1975_shares,173.54,index_1900=100,jacks2019,observed
1979,jacks_aggregate_index,value_of_production_weights_1975_shares,206.03,index_1900=100,jacks2019,observed
1980,jacks_aggregate_index,value_of_production_weights_1975_shares,244.78,index_1900=100,jacks2019,observed
1981,jacks_aggregate_index,value_of_production_weights_1975_shares,229.25,index_1900=100,jacks2019,observed
1982,jacks_aggregate_index,value_of_production_weights_1975_shares,200.85,index_1900=100,jacks2019,observed
1983,jacks_aggregate_index,value_of_production_weights_1975_shares,188.04,index_1900=100,jacks2019,observed
1984,jacks_aggregate_index,value_of_production_weights_1975_shares,176.67,index_1900=100,jacks2019,observed
1985,jacks_aggregate_index,value_of_production_weights_1975_shares,162.17,index_1900=100,jacks2019,observed
1986,jacks_aggregate_index,value_of_production_weights_1975_shares,117.67,index_1900=100,jacks2019,observed
1987,jacks_aggregate_index,value_of_production_weights_1975_shares,124.84,index_1900=100,jacks2019,observed
1988,jacks_aggregate_index,value_of_production_weights_1975_shares,112.63,index_1900=100,jacks2019,observed
1989,jacks_aggregate_index,value_of_production_weights_1975_shares,119.5,index_1900=100,jacks2019,observed
1990,jacks_aggregate_index,value_of_production_weights_1975_shares,127.46,index_1900=100,jacks2019,observed
1991,jacks_aggregate_index,value_of_production_weights_1975_shares,114.19,index_1900=100,jacks2019,observed
1992,jacks_aggregate_index,value_of_production_weights_1975_shares,104.71,index_1900=100,jacks2019,observed
1993,jacks_aggregate_index,value_of_production_weights_1975_shares,103.22,index_1900=100,jacks2019,observed
1994,jacks_aggregate_index,value_of_production_weights_1975_shares,94.7,index_1900=100,jacks2019,observed
1995,jacks_aggregate_index,value_of_production_weights_1975_shares,93.93,index_1900=100,jacks2019,observed
1996,jacks_aggregate_index,value_of_production_weights_1975_shares,101.48,index_1900=100,jacks2019,observed
1997,jacks_aggregate_index,value_of_production_weights_1975_shares,94.08,index_1900=100,jacks2019,observed
1998,jacks_aggregate_index,value_of_production_weights_1975_shares,72.66,index_1900=100,jacks2019,observed
1999,jacks_aggregate_index,value_of_production_weights_1975_shares,79.39,index_1900=100,jacks2019,observed
2000,jacks_aggregate_index,value_of_production_weights_1975_shares,103.89,index_1900=100,jacks2019,observed
2001,jacks_aggregate_index,value_of_production_weights_1975_shares,90.35,index_1900=100,jacks2019,observed
2002,jacks_aggregate_index,value_of_production_weights_1975_shares,88.89,index_1900=100,jacks2019,observed
2003,jacks_aggregate_index,value_of_production_weights_1975_shares,102.91,index_1900=100,jacks2019,observed
2004,jacks_aggregate_index,value_of_production_weights_1975_shares,132.55,index_1900=100,jacks2019,observed
2005,jacks_aggregate_index,value_of_production_weights_1975_shares,161.03,index_1900=100,jacks2019,observed
2006,jacks_aggregate_index,value_of_production_weights_1975_shares,172.9,index_1900=100,jacks2019,observed
2007,jacks_aggregate_index,value_of_production_weights_1975_shares,182.82,index_1900=100,jacks2019,observed
2008,jacks_aggregate_index,value_of_production_weights_1975_shares,245.48,index_1900=100,jacks2019,observed
2009,jacks_aggregate_index,value_of_production_weights_1975_shares,163.38,index_1900=100,jacks2019,observed
2010,jacks_aggregate_index,value_of_production_weights_1975_shares,197.35,index_1900=100,jacks2019,observed
2011,jacks_aggregate_index,value_of_production_weights_1975_shares,228.73,index_1900=100,jacks2019,observed
2012,jacks_aggregate_index,value_of_production_weights_1975_shares,215.55,index_1900=100,jacks2019,observed
2013,jacks_aggregate_index,value_of_production_weights_1975_shares,213.1,index_1900=100,jacks2019,observed
2014,jacks_aggregate_index,value_of_production_weights_1975_shares,202.67,index_1900=100,jacks2019,observed
2015,jacks_aggregate_index,value_of_production_weights_1975_shares,127.09,index_1900=100,jacks2019,observed
2016,jacks_aggregate_index,value_of_production_weights_1975_shares,115.64,index_1900=100,jacks2019,observed
2017,jacks_aggregate_index,value_of_production_weights_1975_shares,129.55,index_1900=100,jacks2019,observed
2018,jacks_aggregate_index,value_of_production_weights_1975_shares,149.72,index_1900=100,jacks2019,observed
2019,jacks_aggregate_index,value_of_production_weights_1975_shares,134.33,index_1900=100,jacks2019,observed
2020,jacks_aggregate_index,value_of_production_weights_1975_shares,106.48,index_1900=100,jacks2019,observed
2021,jacks_aggregate_index,value_of_production_weights_1975_shares,157.33,index_1900=100,jacks2019,observed
2022,jacks_aggregate_index,value_of_production_weights_1975_shares,202.71,index_1900=100,jacks2019,observed
2023,jacks_aggregate_index,value_of_production_weights_1975_shares,152.4,index_1900=100,jacks2019,observed
2024,jacks_aggregate_index,value_of_production_weights_1975_shares,143.39,index_1900=100,jacks2019,observed
2025,jacks_aggregate_index,value_of_production_weights_1975_shares,128.22,index_1900=100,jacks2019,observed
1900,jacks_aggregate_index,value_of_production_weights_2019_shares,100.0,index_1900=100,jacks2019,observed
1901,jacks_aggregate_index,value_of_production_weights_2019_shares,92.28,index_1900=100,jacks2019,observed
1902,jacks_aggregate_index,value_of_production_weights_2019_shares,94.96,index_1900=100,jacks2019,observed
1903,jacks_aggregate_index,value_of_production_weights_2019_shares,99.76,index_1900=100,jacks2019,observed
1904,jacks_aggregate_index,value_of_production_weights_2019_shares,94.92,index_1900=100,jacks2019,observed
1905,jacks_aggregate_index,value_of_production_weights_2019_shares,94.29,index_1900=100,jacks2019,observed
1906,jacks_aggregate_index,value_of_production_weights_2019_shares,98.31,index_1900=100,jacks2019,observed
1907,jacks_aggregate_index,value_of_production_weights_2019_shares,100.37,index_1900=100,jacks2019,observed
1908,jacks_aggregate_index,value_of_production_weights_2019_shares,100.55,index_1900=100,jacks2019,observed
1909,jacks_aggregate_index,value_of_production_weights_2019_shares,97.43,index_1900=100,jacks2019,observed
1910,jacks_aggregate_index,value_of_production_weights_2019_shares,90.4,index_1900=100,jacks2019,observed
1911,jacks_aggregate_index,value_of_production_weights_2019_shares,86.88,index_1900=100,jacks2019,observed
1912,jacks_aggregate_index,value_of_production_weights_2019_shares,92.01,index_1900=100,jacks2019,observed
1913,jacks_aggregate_index,value_of_production_weights_2019_shares,103.12,index_1900=100,jacks2019,observed
1914,jacks_aggregate_index,value_of_production_weights_2019_shares,90.31,index_1900=100,jacks2019,observed
1915,jacks_aggregate_index,value_of_production_weights_2019_shares,94.17,index_1900=100,jacks2019,observed
1916,jacks_aggregate_index,value_of_production_weights_2019_shares,132.93,index_1900=100,jacks2019,observed
1917,jacks_aggregate_index,value_of_production_weights_2019_shares,152.33,index_1900=100,jacks2019,observed
1918,jacks_aggregate_index,value_of_production_weights_2019_shares,139.85,index_1900=100,jacks2019,observed
1919,jacks_aggregate_index,value_of_production_weights_2019_shares,122.64,index_1900=100,jacks2019,observed
1920,jacks_aggregate_index,value_of_production_weights_2019_shares,132.63,index_1900=100,jacks2019,observed
1921,jacks_aggregate_index,value_of_production_weights_2019_shares,84.31,index_1900=100,jacks2019,observed
1922,jacks_aggregate_index,value_of_production_weights_2019_shares,90.31,index_1900=100,jacks2019,observed
1923,jacks_aggregate_index,value_of_production_weights_2019_shares,90.99,index_1900=100,jacks2019,observed
1924,jacks_aggregate_index,value_of_production_weights_2019_shares,90.97,index_1900=100,jacks2019,observed
1925,jacks_aggregate_index,value_of_production_weights_2019_shares,95.76,index_1900=100,jacks2019,observed
1926,jacks_aggregate_index,value_of_production_weights_2019_shares,98.42,index_1900=100,jacks2019,observed
1927,jacks_aggregate_index,value_of_production_weights_2019_shares,79.5,index_1900=100,jacks2019,observed
1928,jacks_aggregate_index,value_of_production_weights_2019_shares,80.21,index_1900=100,jacks2019,observed
1929,jacks_aggregate_index,value_of_production_weights_2019_shares,81.5,index_1900=100,jacks2019,observed
1930,jacks_aggregate_index,value_of_production_weights_2019_shares,73.58,index_1900=100,jacks2019,observed
1931,jacks_aggregate_index,value_of_production_weights_2019_shares,61.56,index_1900=100,jacks2019,observed
1932,jacks_aggregate_index,value_of_production_weights_2019_shares,68.11,index_1900=100,jacks2019,observed
1933,jacks_aggregate_index,value_of_production_weights_2019_shares,69.34,index_1900=100,jacks2019,observed
1934,jacks_aggregate_index,value_of_production_weights_2019_shares,82.93,index_1900=100,jacks2019,observed
1935,jacks_aggregate_index,value_of_production_weights_2019_shares,84.06,index_1900=100,jacks2019,observed
1936,jacks_aggregate_index,value_of_production_weights_2019_shares,88.54,index_1900=100,jacks2019,observed
1937,jacks_aggregate_index,value_of_production_weights_2019_shares,97.23,index_1900=100,jacks2019,observed
1938,jacks_aggregate_index,value_of_production_weights_2019_shares,91.59,index_1900=100,jacks2019,observed
1939,jacks_aggregate_index,value_of_production_weights_2019_shares,85.61,index_1900=100,jacks2019,observed
